wellDepthFt,precip48hIn,soilMoisturePct,slopePct,usgsBaselineMgL,nitrateMgL
23.0,0.37,34.4,0.5,7.0,11.78
18.0,1.46,37.4,3.4,4.3,18.8
18.0,0.31,31.3,3.0,8.2,12.04
22.5,0.27,28.6,2.5,6.0,9.27
22.5,0.45,22.6,2.3,5.8,7.61
22.5,0.32,18.2,5.6,8.5,10.32
22.5,0.49,31.1,2.4,7.5,11.2
47.0,0.8,16.8,3.0,5.7,7.97
47.0,0.09,19.6,1.3,9.0,5.67
23.0,1.99,39.5,2.4,6.4,20.41
23.0,1.02,30.2,5.3,7.3,14.73
42.5,0.09,15.6,2.1,7.8,6.43
42.5,0.29,41.5,1.9,7.7,12.22
22.5,1.68,32.7,0.5,9.3,17.21
22.5,2.69,40.8,1.1,6.0,23.79
27.0,1.74,38.8,2.5,10.8,20.64
27.0,1.4,42.8,1.7,4.9,17.56
23.0,2.54,27.7,2.9,7.6,19.51
23.0,1.69,39.3,1.4,7.7,19.65
27.0,0.56,13.3,3.2,7.2,8.92
27.0,1.32,28.1,2.8,8.4,13.98
18.0,0.12,17.2,0.5,9.3,7.31
18.0,0.17,21.0,4.2,9.5,9.89
18.0,0.58,22.0,1.8,5.4,8.29
55.0,0.69,16.4,3.7,9.3,8.8
55.0,1.1,26.2,0.8,8.6,9.19
23.0,1.03,36.5,0.8,8.6,15.59
23.0,1.23,26.1,1.9,7.5,12.3
22.5,0.16,20.9,3.3,8.3,8.2
22.5,0.0,18.0,2.4,7.3,6.55
18.0,0.84,20.3,1.6,8.9,11.0
18.0,0.24,27.0,1.1,7.9,7.79
23.0,1.21,24.7,3.9,10.7,13.97
23.0,0.05,16.7,2.0,3.9,5.62
23.0,2.45,22.9,5.0,10.6,19.5
23.0,0.17,30.1,4.9,7.3,11.41
22.5,0.3,28.6,2.6,6.2,9.84
22.5,1.16,27.6,1.8,7.6,13.6
80.0,1.09,28.7,4.4,9.1,10.08
80.0,0.1,34.9,2.8,8.0,8.57
23.0,1.13,36.4,3.1,10.6,17.88
23.0,1.11,29.7,2.8,6.5,13.21
23.8,0.46,25.6,2.1,6.0,8.16
11.0,0.26,20.1,3.3,10.0,10.08
11.0,0.19,28.3,1.9,8.4,11.48
12.5,0.9,21.2,3.2,7.4,12.08
12.5,0.11,31.6,2.9,5.3,11.06
27.0,0.47,32.0,1.2,4.5,9.8
27.0,3.14,39.9,2.7,6.9,25.26
12.0,1.19,26.2,5.4,6.0,15.8
23.0,0.04,23.6,1.9,10.6,6.92
23.0,0.5,26.5,1.2,8.7,8.9
23.0,0.53,35.7,1.8,7.1,13.03
23.0,1.18,32.9,4.0,6.8,16.63
18.0,0.01,28.7,5.0,7.2,10.33
18.0,0.65,29.3,4.1,8.5,13.5
42.5,0.53,19.8,2.8,6.4,6.8
42.5,0.26,17.0,2.1,3.8,5.36
27.0,0.05,19.1,3.7,7.8,8.0
27.0,0.0,27.3,2.3,8.9,7.7
42.5,0.7,20.8,4.1,6.4,9.43
42.5,0.17,25.3,1.1,6.7,5.96
18.0,1.78,32.3,2.5,9.4,19.81
18.0,1.25,35.1,3.2,7.5,17.54
18.0,0.21,24.1,2.0,3.7,6.17
18.0,0.52,22.9,4.7,6.1,10.41
27.0,0.23,32.3,0.8,5.4,9.01
27.0,0.65,31.7,1.3,9.5,12.22
18.0,0.04,23.9,1.5,9.2,7.54
18.0,0.77,12.3,5.2,7.4,11.63
100.0,0.53,41.7,4.5,7.0,9.5
100.0,1.2,33.0,5.1,3.8,9.68
54.0,0.53,24.1,1.8,7.6,7.06
54.0,0.18,26.5,1.9,9.1,7.5
23.0,0.07,27.2,3.1,6.4,8.24
23.0,0.27,29.3,2.4,3.0,8.25
22.5,1.18,28.0,1.0,7.8,13.19
22.5,0.99,18.8,2.1,4.9,9.46
54.0,0.23,23.8,1.4,7.9,6.51
54.0,0.22,26.5,2.5,7.5,7.08
22.5,0.99,36.6,2.9,6.3,16.57
22.5,0.76,38.3,0.5,5.1,13.31
23.0,1.35,29.6,1.7,6.3,13.1
23.0,0.36,35.5,1.6,7.4,11.92
60.4,1.75,33.7,2.5,7.7,13.54
60.4,0.66,32.4,4.0,6.6,9.91
59.0,0.81,31.0,3.0,7.9,9.39
59.0,0.72,29.2,1.3,7.9,8.69
27.0,0.87,24.3,7.1,9.4,13.25
27.0,0.24,33.5,7.1,11.7,14.77
57.0,0.13,26.8,3.3,5.8,5.96
57.0,0.52,23.9,2.0,10.4,8.18
59.0,0.0,22.6,3.5,6.9,5.69
59.0,0.28,27.6,2.9,6.8,7.04
59.5,0.12,25.3,1.7,6.9,5.6
59.5,0.3,17.0,1.7,8.0,6.33
27.0,0.41,21.3,3.5,11.9,9.69
27.0,0.77,19.0,5.5,4.4,10.02
59.5,0.63,34.7,2.2,6.2,10.05
59.5,0.58,18.0,1.6,4.5,5.73
57.0,0.05,24.4,0.5,8.0,5.13
57.0,0.62,26.1,0.5,10.4,8.7
23.0,0.93,32.3,2.8,6.2,13.97
23.0,2.74,34.5,2.1,7.5,22.25
42.5,2.59,27.6,2.6,4.6,14.47
42.5,0.26,35.6,2.3,7.3,11.38
60.4,0.25,34.3,4.7,7.2,9.76
60.4,0.24,23.4,3.4,5.8,6.27
18.0,1.06,41.2,2.4,4.4,18.11
18.0,0.74,34.1,2.0,7.2,14.13
60.4,0.28,29.7,1.4,3.5,5.87
60.4,0.02,19.6,3.5,7.7,5.88
26.5,0.52,24.9,4.7,7.8,10.79
26.5,0.14,35.5,1.5,9.5,11.79
42.5,0.13,22.7,3.4,10.7,8.79
42.5,0.18,29.5,2.2,8.6,8.67
22.5,0.28,32.3,5.3,9.7,13.48
22.5,0.1,25.1,2.9,4.6,6.77
57.0,1.03,41.2,4.9,6.7,13.93
57.0,1.61,35.4,2.7,9.0,14.4
59.0,0.64,29.2,2.4,6.2,8.57
59.0,0.56,27.7,2.9,9.8,9.36
54.0,0.49,32.3,1.3,7.4,9.08
54.0,3.49,36.7,2.6,5.5,19.42
22.5,1.58,33.5,4.2,6.2,17.66
22.5,1.44,35.6,4.3,5.7,17.7
59.5,0.05,19.4,3.5,8.1,5.97
59.5,0.07,25.4,1.2,8.8,5.94
57.0,0.57,23.2,3.0,6.1,6.73
57.0,0.07,27.8,2.9,8.8,7.08
59.0,0.65,33.0,1.6,9.0,9.88
59.0,0.33,32.6,2.4,7.1,8.32
54.0,1.7,31.1,2.6,9.5,13.86
54.0,0.91,27.2,3.4,8.4,10.65
49.6,0.29,17.1,3.0,5.6,6.54
49.6,0.01,16.6,1.4,8.7,6.07
22.5,0.82,30.0,1.0,7.3,12.05
22.5,0.85,26.4,2.6,5.4,10.4
59.0,0.02,23.7,1.4,5.0,3.94
59.0,0.14,21.7,1.6,7.1,6.06
57.0,0.5,18.3,0.7,7.1,6.07
57.0,0.4,30.4,1.4,7.4,8.01
60.4,0.28,30.3,4.1,5.8,7.82
60.4,0.43,38.4,1.3,2.8,8.65
54.0,0.02,22.3,2.7,9.1,5.64
54.0,0.07,23.7,1.6,8.3,6.2
49.6,1.9,28.9,3.3,6.0,13.66
49.6,1.48,36.1,3.6,5.8,14.56
27.0,0.91,32.5,1.2,6.4,12.3
27.0,0.73,27.5,2.1,8.6,10.82
60.4,0.79,26.0,3.6,10.1,9.56
60.4,0.44,22.3,1.9,9.4,7.56
27.0,1.75,33.8,2.4,8.9,17.96
27.0,1.01,37.4,4.6,7.5,16.31
22.5,0.01,22.9,2.4,5.2,5.23
22.5,1.27,24.8,4.0,5.4,12.57
60.4,0.78,34.7,4.4,7.6,11.35
60.4,0.6,33.7,2.4,7.6,10.56
59.5,0.34,31.7,1.2,8.6,8.87
59.5,3.29,43.8,2.7,7.7,20.98
57.0,1.58,29.7,2.9,5.6,11.09
57.0,1.6,32.8,2.5,6.6,12.08
49.6,1.18,25.8,3.1,7.2,10.64
49.6,0.28,29.5,4.3,6.0,9.11
49.6,1.0,39.7,2.5,7.9,13.77
49.6,0.61,37.5,3.6,6.6,11.51
60.4,1.59,29.1,1.0,9.5,11.61
60.4,1.63,32.2,2.2,8.9,13.22
11.6,0.03,19.0,0.5,6.8,6.73
11.6,0.2,21.9,1.3,9.4,8.31
52.0,1.18,38.6,4.1,8.1,14.64
52.0,1.32,37.1,2.5,4.6,12.49
60.4,0.23,20.2,1.3,5.8,4.63
60.4,0.42,19.0,2.9,6.2,7.1
22.5,0.9,28.3,2.2,8.0,12.42
22.5,1.21,29.9,3.9,8.3,15.09
59.5,0.07,24.7,3.8,4.0,5.48
59.5,0.02,15.9,1.9,7.9,4.78
27.0,0.41,29.3,3.0,5.1,10.24
27.0,2.85,40.6,1.0,9.2,24.48
54.0,0.07,16.3,1.7,5.3,5.21
54.0,0.45,16.5,2.1,8.8,7.48
10.2,0.14,29.1,4.8,9.4,12.53
10.2,0.03,20.8,2.1,9.0,8.21
54.0,2.36,37.5,1.8,6.5,16.35
54.0,0.81,35.4,0.5,7.4,11.06
60.4,0.86,39.8,1.8,6.9,11.73
60.4,0.69,40.0,2.3,3.7,9.82
12.0,0.4,45.3,0.5,9.7,18.56
12.0,0.71,29.9,3.1,11.7,15.72
23.8,1.68,38.5,3.1,9.2,20.37
23.8,0.85,33.6,3.4,6.0,14.82
57.0,0.16,28.4,2.5,12.3,8.57
57.0,0.64,22.4,3.4,4.0,6.83
52.0,1.78,25.6,2.0,9.5,12.37
52.0,0.49,27.2,2.9,5.8,7.66
52.0,0.86,32.6,4.1,6.7,11.54
52.0,0.54,21.2,0.5,6.3,5.95
57.0,0.14,26.7,2.0,7.5,7.1
57.0,0.26,19.7,3.8,7.6,7.06
52.0,0.05,25.6,3.2,8.2,6.84
52.0,0.3,18.7,2.4,7.6,6.6
49.6,0.18,30.4,1.0,6.0,6.81
49.6,0.09,36.8,2.0,6.6,9.02
54.0,0.01,22.3,3.1,6.8,5.74
54.0,0.61,14.8,2.6,5.6,6.63
1025.0,1.25,38.5,1.3,5.9,2.71
1025.0,0.74,29.6,1.4,6.6,2.89
59.5,0.05,26.0,2.2,6.9,5.53
59.5,0.77,29.6,3.7,7.2,9.85
59.5,2.33,40.0,3.0,8.0,17.55
59.5,1.89,37.3,2.8,6.7,14.77
23.0,0.34,43.1,3.1,7.6,15.72
23.0,1.7,32.5,6.7,7.0,19.63
59.5,2.66,38.3,4.4,9.7,18.96
59.5,1.72,42.9,1.0,8.6,15.75
59.5,0.04,32.0,2.7,8.0,7.92
59.5,0.37,22.3,1.6,6.2,6.38
52.0,4.0,32.3,1.5,5.8,19.27
52.0,0.95,40.4,2.9,6.8,14.6
49.6,1.08,29.6,2.3,4.6,9.28
49.6,1.03,32.3,2.4,8.6,11.38
22.5,0.67,23.5,1.3,6.8,8.73
22.5,0.16,20.6,3.8,7.3,7.86
54.0,0.78,35.5,2.4,6.0,10.36
54.0,1.76,36.9,3.1,6.5,15.28
49.6,0.02,23.8,1.9,7.9,5.84
49.6,0.27,34.1,2.6,7.1,9.71
54.0,0.23,20.0,2.4,7.7,6.16
54.0,0.03,25.0,0.9,7.1,5.84
60.4,0.85,21.9,2.2,4.6,6.45
60.4,0.09,28.6,0.6,2.4,5.09
49.6,0.03,24.6,2.5,6.5,5.22
49.6,0.21,18.8,1.2,4.2,4.9
22.5,0.21,15.4,0.5,9.1,7.32
22.5,0.52,21.8,2.0,2.5,7.88
60.4,0.51,23.7,3.1,5.1,6.33
60.4,1.66,28.3,2.0,8.5,11.6
57.0,0.41,36.3,3.7,6.1,10.19
57.0,0.43,37.8,0.5,5.0,9.1
60.4,0.22,45.0,2.1,6.3,10.94
60.4,0.34,30.4,2.3,8.1,8.46
18.0,0.58,43.7,5.4,9.3,20.63
49.6,0.05,22.5,3.8,7.1,6.95
49.6,0.09,25.9,2.2,9.6,6.07
22.5,0.25,17.4,1.1,7.7,7.4
22.5,0.21,17.2,3.3,6.1,7.05
57.0,2.94,39.8,3.8,8.6,20.33
57.0,2.03,34.3,3.2,7.5,15.47
22.5,0.27,34.8,2.9,10.6,13.72
22.5,0.45,39.4,3.7,8.0,15.83
54.0,0.02,21.1,3.1,7.4,6.73
54.0,0.52,13.2,3.5,7.5,7.56
27.0,0.11,18.6,3.3,6.4,7.06
27.0,0.4,23.6,1.9,9.4,8.3
57.0,0.81,31.1,2.4,6.3,9.12
57.0,0.23,25.6,3.3,8.2,6.8
59.5,1.52,46.5,5.4,8.0,16.72
59.5,0.47,24.3,2.3,3.9,5.87
57.0,0.59,34.9,1.3,4.4,8.68
57.0,0.71,26.9,1.7,8.4,9.59
22.5,0.19,32.8,3.2,6.7,11.64
22.5,0.17,26.9,3.1,11.1,9.55
1288.0,0.69,24.1,1.7,9.8,4.07
1288.0,3.11,39.7,4.5,9.0,5.38
20.0,0.95,33.1,2.5,3.4,13.47
20.0,2.71,36.3,3.9,9.3,25.57
27.0,0.12,26.9,2.8,7.7,9.08
27.0,0.23,18.5,0.5,8.1,6.54
27.0,0.28,17.4,1.5,8.1,7.65
27.0,0.72,12.0,3.8,4.8,10.12
59.5,0.0,18.0,0.5,5.2,3.57
59.5,0.15,20.6,1.4,9.3,6.4
22.5,0.44,12.0,3.9,6.2,9.74
22.5,0.03,19.7,4.4,6.1,6.98
59.5,0.28,33.1,3.1,9.4,9.72
59.5,2.53,34.3,2.8,5.8,15.69
57.0,0.48,32.9,4.0,10.3,10.84
57.0,0.16,29.2,3.5,5.7,7.95
60.4,0.47,27.0,2.3,4.8,7.04
60.4,0.92,36.3,3.5,6.3,11.71
20.0,3.06,27.1,2.9,8.9,22.87
20.0,0.19,27.6,5.8,5.0,10.27
27.0,0.03,21.4,2.6,8.8,7.41
27.0,0.0,12.0,3.1,7.7,6.32
49.6,1.71,29.6,3.4,6.5,13.6
49.6,2.0,28.6,1.7,7.3,13.59
54.0,0.81,22.4,0.5,6.9,6.78
54.0,0.19,16.6,2.6,8.2,6.71
22.5,0.66,34.4,4.2,6.7,14.06
22.5,0.2,25.4,2.1,5.2,7.26
54.0,2.49,39.0,1.8,7.8,17.7
54.0,1.23,23.8,3.9,9.6,10.61
52.0,0.11,18.2,0.5,7.2,5.14
52.0,0.01,19.8,2.0,4.6,4.58
22.5,0.06,26.3,3.9,6.7,9.06
22.5,0.26,25.5,3.4,7.4,9.26
54.0,0.09,21.7,1.9,8.1,5.95
54.0,0.53,18.0,2.2,5.7,6.63
54.0,0.06,18.9,1.9,4.6,4.58
54.0,0.56,23.7,2.6,10.6,8.54
57.0,0.49,34.5,3.3,7.6,10.15
57.0,1.02,46.8,3.4,8.0,15.56
59.5,0.1,24.2,4.1,6.8,6.6
59.5,0.03,22.1,2.1,8.3,6.39
57.0,0.09,16.4,2.4,7.8,6.08
57.0,0.03,21.0,4.6,6.6,5.51
49.6,0.02,20.5,2.4,7.4,5.57
49.6,0.79,22.4,2.2,7.0,7.91
60.4,0.24,14.1,2.4,6.1,5.55
60.4,0.68,21.8,2.0,8.3,7.15
52.0,0.21,17.1,0.5,8.2,5.06
52.0,0.04,21.7,1.8,7.0,5.04
49.6,0.37,23.3,1.3,8.2,6.52
49.6,0.01,23.5,3.5,6.3,5.79
59.5,0.7,33.0,5.5,4.8,10.7
59.5,0.2,22.3,2.5,5.5,5.65
60.4,1.29,30.5,3.6,5.9,11.11
60.4,0.52,22.1,1.8,4.5,5.29
60.4,0.21,18.6,3.6,3.7,4.18
60.4,0.15,23.8,4.4,4.8,5.46
49.6,1.45,33.7,3.2,7.2,13.56
49.6,0.48,38.6,1.2,6.1,10.44
52.0,0.59,45.0,2.6,7.7,13.11
52.0,0.58,41.8,1.4,6.4,12.68
27.0,0.16,21.7,3.4,4.7,7.25
27.0,0.37,27.7,2.1,7.4,9.23
27.0,1.35,28.7,1.8,6.3,12.53
27.0,0.18,32.3,2.1,7.6,9.83
52.0,0.01,23.5,2.5,6.6,5.4
52.0,0.63,31.1,2.6,6.3,9.69
27.0,0.3,36.4,1.8,8.3,12.42
27.0,1.71,42.9,1.9,9.3,21.07
662.0,2.64,24.7,10.5,8.0,7.16
662.0,0.49,18.3,7.2,9.5,6.22
15.0,0.36,38.1,4.2,3.0,14.88
12.0,0.72,31.5,3.9,9.0,15.75
12.0,1.34,29.3,3.9,7.5,17.73
20.0,0.25,35.4,2.5,6.1,12.27
20.0,1.32,31.7,6.0,8.1,18.54
13.6,0.2,20.8,1.7,7.8,8.75
13.6,0.03,18.5,3.5,7.2,8.06
17.5,0.67,39.4,3.4,5.7,16.51
14.9,1.81,25.8,1.6,9.3,16.35
14.9,0.45,31.1,3.0,9.8,13.55
11.1,1.94,34.3,3.4,6.9,23.14
8.6,0.13,24.5,3.2,7.2,9.38
8.6,1.06,31.2,3.1,6.6,17.26
17.5,0.82,26.7,2.8,4.2,10.87
17.5,0.16,34.0,3.6,9.9,13.58
40.0,1.1,22.6,2.3,5.1,8.66
40.0,1.86,34.6,3.0,5.2,15.34
17.9,0.82,23.5,3.1,9.3,11.44
17.9,0.5,46.0,3.4,9.3,20.04
59.5,1.24,19.9,0.8,10.3,9.61
59.5,0.21,19.9,1.1,3.5,3.96
40.0,2.21,26.2,0.5,7.2,13.83
40.0,0.31,29.7,2.5,7.5,8.79
18.5,2.12,33.3,6.8,7.7,23.55
52.0,1.69,38.7,3.4,9.6,16.45
52.0,1.36,34.2,1.7,4.8,11.91
9.9,1.03,30.1,4.4,7.8,17.11
9.9,0.53,39.9,1.9,3.3,16.42
10.0,0.34,21.9,4.1,9.8,11.29
10.0,0.81,31.5,3.2,4.8,14.81
15.2,0.24,26.4,3.8,10.4,10.92
15.2,0.6,35.1,0.5,8.4,14.38
60.4,4.5,39.3,4.5,7.7,23.78
60.4,0.93,38.7,2.1,11.5,13.75
54.0,0.01,18.5,0.6,8.7,5.78
54.0,0.0,25.6,1.1,3.7,4.15
26.0,0.74,36.3,6.8,8.8,17.28
26.0,0.64,31.7,3.7,3.6,11.53
11.1,0.39,41.0,2.4,7.5,17.1
11.4,0.13,42.4,2.1,8.4,16.9
11.4,0.91,22.1,2.4,7.4,11.74
9.9,0.19,26.6,1.8,9.2,10.6
9.9,1.5,23.8,3.8,6.5,16.15
14.8,0.28,21.4,3.4,9.5,10.06
14.8,0.25,34.8,1.6,9.3,14.06
49.6,0.53,40.6,4.7,6.5,13.18
49.6,0.15,27.4,4.8,8.3,8.82
40.0,0.83,35.1,0.5,5.5,11.18
40.0,0.54,44.5,2.6,5.6,13.96
25.0,0.96,33.5,3.2,6.9,14.1
25.0,0.32,31.0,1.6,5.9,9.96
16.0,1.1,19.1,1.5,5.5,11.17
16.0,1.74,22.4,1.4,6.3,14.47
22.5,1.31,31.0,1.9,8.3,14.99
22.5,2.04,36.8,3.7,8.5,22.07
10.2,1.0,37.6,3.0,10.7,20.49
54.0,1.4,28.4,6.4,7.1,17.86
54.0,0.37,16.5,5.8,4.3,11.25
20.0,0.22,28.6,2.0,9.6,9.88
20.0,0.46,27.8,1.8,6.0,9.32
22.5,0.98,23.4,4.4,6.8,12.19
22.5,0.59,23.4,0.5,9.4,8.18
21.5,0.8,29.4,0.9,9.9,12.43
23.8,1.33,35.7,2.0,6.2,16.02
17.0,2.01,34.9,3.7,5.0,21.39
17.0,0.7,38.3,2.2,5.2,15.83
22.5,0.64,29.3,5.2,7.8,13.14
22.5,1.89,30.4,2.9,8.7,18.83
54.0,0.24,34.0,1.2,7.8,8.74
54.0,2.96,33.9,2.4,7.9,17.65
10.3,0.52,21.6,1.1,4.4,9.24
10.3,0.45,25.5,1.4,6.7,9.72
10.0,0.2,36.6,1.9,7.8,14.34
10.0,1.61,22.4,3.0,5.3,14.96
39.5,1.32,34.5,3.1,5.3,13.66
39.5,2.87,39.5,3.0,7.2,21.6
11.5,0.44,30.8,3.7,7.4,13.38
11.5,1.02,20.3,3.7,6.8,12.86
8.4,0.67,25.9,3.1,6.4,12.11
8.4,0.15,22.2,2.6,7.6,8.79
55.0,0.11,21.0,0.7,8.1,6.27
55.0,0.49,16.1,3.7,7.3,7.74
10.3,0.94,22.0,1.7,8.6,12.35
10.3,0.29,18.4,2.6,8.3,10.13
11.4,0.99,33.4,1.5,5.7,15.27
11.4,0.94,34.2,2.2,6.4,16.73
17.9,0.07,24.4,3.4,8.1,8.56
17.9,0.07,25.6,2.1,8.7,8.09
54.0,1.97,34.4,2.5,6.4,14.35
54.0,0.82,35.1,1.3,9.0,11.65
59.5,0.82,32.8,0.7,8.6,9.6
59.5,1.12,34.3,4.5,5.8,11.48
17.5,0.9,32.2,2.1,5.9,13.95
17.5,0.69,33.2,4.3,5.0,14.59
60.4,0.96,45.5,0.5,7.4,13.27
60.4,0.86,37.9,4.0,8.7,12.92
12.0,1.06,34.8,2.9,5.7,18.31
12.0,0.78,27.4,3.4,10.2,14.75
28.0,0.67,27.1,3.1,4.5,9.65
28.0,0.32,27.3,1.7,7.6,8.11
57.0,1.08,42.7,4.9,6.7,15.43
57.0,0.55,40.2,2.7,4.6,10.69
39.5,0.35,27.2,2.3,9.4,8.76
39.5,0.02,28.9,0.5,9.6,7.02
14.3,1.55,47.5,4.4,8.0,26.74
14.3,0.64,42.2,3.2,6.5,18.45
70.0,0.89,35.3,1.5,7.1,9.89
70.0,1.08,35.1,2.9,7.0,11.05
49.6,0.39,21.1,2.2,4.3,5.95
49.6,0.19,24.5,3.4,8.1,7.14
60.4,0.28,14.1,3.4,2.8,4.97
60.4,0.25,21.5,4.0,6.6,6.47
14.5,1.34,26.0,1.8,5.2,13.15
14.5,0.11,22.0,1.2,8.1,7.6
14.8,0.33,41.0,1.9,7.3,16.07
14.8,3.3,34.1,2.3,7.0,26.85
12.3,0.51,35.4,4.9,5.4,15.93
12.3,1.14,38.7,2.6,8.4,20.61
49.6,0.91,45.9,3.6,10.3,16.87
49.6,0.18,33.3,0.6,5.8,7.42
17.5,2.24,29.4,5.3,3.8,20.2
18.0,1.14,37.3,4.1,7.5,18.61
11.6,4.48,36.8,0.9,6.9,34.92
11.6,0.64,33.8,3.6,8.3,16.1
12.3,2.88,45.1,4.0,7.8,32.59
12.3,1.98,39.5,2.0,6.9,24.0
23.0,1.49,28.0,1.3,5.5,12.73
23.0,0.19,30.1,1.7,6.5,9.58
18.0,0.12,34.3,5.2,7.8,13.94
18.0,0.5,36.7,3.0,10.2,15.72
57.0,1.19,37.0,5.6,4.7,12.18
57.0,2.64,41.5,1.2,5.5,16.59
6.0,0.38,25.2,2.3,10.3,11.06
6.0,2.05,32.6,3.1,9.8,24.68
15.5,0.94,25.1,2.8,6.2,11.43
15.5,0.09,33.5,2.8,6.9,12.19
18.0,0.85,36.5,3.2,5.4,15.61
23.0,1.52,30.4,3.1,5.9,15.6
23.0,0.49,44.9,3.7,4.4,16.13
17.0,2.05,25.7,4.0,5.4,18.42
17.0,0.24,24.3,1.2,10.2,8.33
59.5,0.28,37.2,3.2,7.5,9.91
59.5,2.82,39.7,1.9,7.6,18.06
22.0,0.34,40.5,1.1,8.7,14.11
22.0,0.09,37.8,4.1,5.4,12.82
14.5,0.98,36.1,2.8,8.2,17.02
14.5,0.83,41.1,3.8,6.6,19.65
17.0,1.01,33.8,4.7,4.4,16.25
10.2,0.77,43.4,1.9,7.1,19.59
11.1,0.56,31.9,3.4,11.6,16.42
52.0,0.27,26.7,2.7,4.4,6.19
52.0,0.14,22.5,1.2,8.2,5.73
48.0,1.26,27.2,4.2,5.9,10.89
48.0,0.53,35.9,3.7,8.9,12.23
11.6,1.59,35.6,4.3,5.6,21.93
11.6,2.09,36.9,1.2,10.5,23.79
10.2,0.12,40.7,3.7,9.0,16.91
10.2,1.05,35.6,1.9,9.1,19.06
8.0,0.07,18.6,4.0,8.1,9.01
8.0,0.67,34.7,2.9,6.7,16.21
18.0,0.93,36.5,6.3,8.1,18.64
18.0,1.1,32.4,2.5,5.0,14.12
11.6,1.39,25.3,3.2,6.8,15.17
11.6,0.01,16.2,4.2,5.1,7.88
57.0,0.16,20.2,2.7,5.2,5.05
57.0,0.12,20.1,2.3,6.0,5.15
30.0,2.04,43.6,3.4,6.0,20.97
30.0,2.43,46.2,0.5,5.4,22.81
11.4,0.41,50.0,2.6,6.1,21.13
11.4,0.72,46.8,3.2,10.4,22.67
8.6,0.64,37.6,5.0,8.5,20.22
8.6,0.78,41.9,1.5,9.8,21.2
42.9,3.24,34.5,0.8,7.6,20.73
42.9,1.15,30.7,1.5,6.5,11.76
12.3,1.57,28.9,0.9,7.3,17.17
12.3,0.86,21.8,5.5,5.0,12.61
22.5,3.91,36.2,2.9,9.0,29.7
22.5,0.86,29.3,3.8,4.5,12.55
40.0,3.96,32.0,6.8,8.0,24.49
40.0,1.84,40.7,7.0,9.3,21.55
10.0,0.02,29.9,3.9,3.9,10.45
10.0,0.17,28.6,1.9,8.3,10.43
10.1,0.51,33.5,4.1,10.3,16.77
10.1,0.82,26.5,0.6,11.7,13.2
8.4,0.16,20.9,1.6,6.1,7.71
8.4,0.07,17.1,3.9,2.0,6.72
39.5,0.5,26.4,2.2,7.3,8.85
39.5,0.54,20.6,2.5,8.4,8.47
14.8,1.45,38.7,1.3,4.1,19.09
14.8,3.84,35.3,1.1,7.1,30.1
10.3,0.63,37.1,2.4,5.6,15.88
10.3,0.2,45.1,3.4,7.1,19.28
13.6,1.69,33.1,1.8,6.8,19.84
13.6,1.39,43.9,1.9,8.1,22.88
11.1,3.47,35.3,3.0,8.7,31.39
14.3,0.6,26.7,1.6,6.1,10.96
14.3,2.03,40.4,0.8,7.5,23.99
39.5,0.05,22.5,1.9,12.8,7.84
39.5,0.16,28.3,2.8,7.4,7.52
14.4,1.7,29.9,1.9,8.0,18.78
14.4,0.46,45.6,2.3,9.1,20.68
6.0,0.34,36.7,2.7,4.5,15.62
6.0,2.5,37.0,1.7,9.6,28.92
11.1,2.21,35.1,0.5,8.7,22.81
11.1,0.61,35.4,0.7,11.9,16.22
13.6,0.58,14.2,4.2,6.2,10.87
13.6,0.03,19.9,1.5,10.5,8.08
9.9,1.73,35.7,3.2,8.1,22.86
9.9,1.81,37.4,2.0,6.8,22.85
10.0,0.44,24.9,2.0,8.2,9.73
10.0,0.55,21.7,2.8,6.4,10.32
10.2,0.5,36.3,2.7,6.4,15.92
10.2,1.41,30.9,3.5,8.2,19.39
8.0,2.43,29.7,4.3,9.3,25.92
8.0,1.19,36.3,2.3,6.2,19.92
13.8,0.75,26.2,0.5,5.2,10.38
13.8,0.49,32.6,3.2,8.4,14.37
8.6,1.57,28.6,5.4,6.5,19.98
8.6,1.79,39.8,0.6,3.0,22.49
22.5,0.05,24.2,2.7,8.1,8.35
22.5,0.01,28.3,3.8,5.8,8.45
15.2,0.63,35.5,0.5,7.8,14.3
15.2,0.64,38.6,2.8,9.0,17.53
9.9,0.74,44.2,1.7,6.3,19.71
9.9,2.31,28.0,0.8,6.7,20.44
10.3,2.06,28.7,2.2,6.6,19.04
10.3,0.46,30.2,2.4,7.0,12.65
20.5,1.13,15.8,1.8,7.0,11.51
20.5,0.7,25.9,2.4,8.7,11.57
6.0,1.52,45.7,3.2,6.9,28.23
6.0,0.68,29.7,3.7,8.5,16.32
49.6,1.58,35.3,3.3,5.3,13.46
49.6,0.6,34.8,2.5,5.8,10.47
14.9,2.73,41.0,0.5,8.2,27.33
14.9,2.29,35.1,2.4,9.1,23.98
39.5,0.75,29.1,2.4,5.6,9.79
39.5,0.4,22.5,1.9,9.0,7.64
10.0,2.11,33.8,0.5,4.9,21.51
10.0,2.09,35.7,0.5,9.4,23.51
52.0,0.07,28.7,5.7,7.5,8.24
52.0,0.61,29.3,3.6,5.3,8.82
22.5,0.01,22.8,2.0,7.8,6.95
22.5,0.0,30.2,3.0,11.1,10.6
10.2,2.54,34.0,3.8,4.5,25.44
10.2,0.17,27.5,2.2,8.7,9.99
57.0,1.31,40.4,2.9,6.0,14.05
